text,sentiment,label
"Terrible quality, terrible performance, and bad design.",0,Negative
"Not the best, but not the worst either.",1,Positive
Awful software! The features are disappointing and the support is terrible.,0,Negative
The hotel failed my expectations. It is absolutely mediocre.,0,Negative
Fantastic product! The features are wonderful and the support is excellent.,1,Positive
"Amazing quality, outstanding performance, and great design.",1,Positive
"Amazing quality, wonderful performance, and amazing design.",1,Positive
"Terrible quality, horrible performance, and terrible design.",0,Negative
"Amazing quality, wonderful performance, and excellent design.",1,Positive
"Amazing quality, fantastic performance, and wonderful design.",1,Positive
This is the superb service I have ever experienced. Highly recommend!,1,Positive
Worst game ever! The quality is disappointing and bad.,0,Negative
"I absolutely love this restaurant, it is wonderful and fantastic!",1,Positive
"Amazing quality, amazing performance, and fantastic design.",1,Positive
This is the fantastic app I have ever experienced. Highly suggest!,1,Positive
The app failed my expectations. It is absolutely awful.,0,Negative
"Terrible quality, bad performance, and worst design.",0,Negative
"Amazing quality, brilliant performance, and brilliant design.",1,Positive
"I absolutely hate this device, it is disappointing and bad.",0,Negative
I am very brilliant with this movie. It works beautifully.,1,Positive
"The movie was decent, though the pacing was a bit slow.",1,Positive
"I absolutely love this game, it is brilliant and outstanding!",1,Positive
Truly a horrible experience. I would never waste money on this.,0,Negative
Truly a fantastic experience. I would suggest this to everyone.,1,Positive
Fantastic hotel! The features are brilliant and the support is brilliant.,1,Positive
"Amazing quality, excellent performance, and superb design.",1,Positive
I have mixed feelings about this service.,0,Negative
The product failed my expectations. It is absolutely disappointing.,0,Negative
Worst game ever! The quality is awful and mediocre.,0,Negative
This is the horrible book I have ever bought. Do not waste money on!,0,Negative
Truly a mediocre experience. I would never buy this.,0,Negative
Truly a bad experience. I would never try this.,0,Negative
The product failed my expectations. It is absolutely terrible.,0,Negative
This is the mediocre service I have ever bought. Do not bother with!,0,Negative
This is the wonderful game I have ever experienced. Highly promote!,1,Positive
"The movie was decent, though the pacing was a bit slow.",1,Positive
"Terrible quality, worst performance, and poor design.",0,Negative
Worst restaurant ever! The quality is terrible and mediocre.,0,Negative
"Amazing quality, brilliant performance, and wonderful design.",1,Positive
"The movie was decent, though the pacing was a bit slow.",0,Negative
The hotel failed my expectations. It is absolutely poor.,0,Negative
Worst service ever! The quality is disappointing and horrible.,0,Negative
Best service ever! The quality is excellent and wonderful.,1,Positive
"Terrible quality, horrible performance, and poor design.",0,Negative
The software exceeded my expectations. It is absolutely amazing.,1,Positive
I have mixed feelings about this service.,0,Negative
Fantastic movie! The features are amazing and the support is brilliant.,1,Positive
Awful game! The features are disappointing and the support is mediocre.,0,Negative
"Amazing quality, outstanding performance, and superb design.",1,Positive
"I absolutely love this restaurant, it is wonderful and wonderful!",1,Positive
The product exceeded my expectations. It is absolutely excellent.,1,Positive
The product failed my expectations. It is absolutely bad.,0,Negative
Truly a horrible experience. I would never bother with this.,0,Negative
I am very superb with this hotel. It works exceptionally.,1,Positive
This is the wonderful service I have ever experienced. Highly suggest!,1,Positive
The restaurant exceeded my expectations. It is absolutely excellent.,1,Positive
"Terrible quality, bad performance, and mediocre design.",0,Negative
"Amazing quality, superb performance, and great design.",1,Positive
"Amazing quality, wonderful performance, and fantastic design.",1,Positive
"Amazing quality, excellent performance, and superb design.",1,Positive
The product failed my expectations. It is absolutely terrible.,0,Negative
Worst product ever! The quality is poor and worst.,0,Negative
"Amazing quality, outstanding performance, and amazing design.",1,Positive
Truly a great experience. I would recommend this to everyone.,1,Positive
"Terrible quality, horrible performance, and poor design.",0,Negative
I am very outstanding with this game. It works flawlessly.,1,Positive
Truly a worst experience. I would never bother with this.,0,Negative
"Amazing quality, excellent performance, and excellent design.",1,Positive
I am very excellent with this service. It works exceptionally.,1,Positive
I am very brilliant with this movie. It works beautifully.,1,Positive
Truly a excellent experience. I would endorse this to everyone.,1,Positive
"I absolutely hate this app, it is poor and terrible.",0,Negative
Worst software ever! The quality is awful and disappointing.,0,Negative
Truly a disappointing experience. I would never buy this.,0,Negative
Fantastic hotel! The features are brilliant and the support is excellent.,1,Positive
I am very awful with this device. It works badly.,0,Negative
"I absolutely hate this restaurant, it is bad and poor.",0,Negative
The hotel exceeded my expectations. It is absolutely fantastic.,1,Positive
"Terrible quality, bad performance, and worst design.",0,Negative
The book failed my expectations. It is absolutely mediocre.,0,Negative
The app failed my expectations. It is absolutely awful.,0,Negative
"Terrible quality, terrible performance, and awful design.",0,Negative
Worst movie ever! The quality is mediocre and horrible.,0,Negative
I am very awful with this product. It works poorly.,0,Negative
Worst game ever! The quality is horrible and terrible.,0,Negative
This is the outstanding service I have ever experienced. Highly suggest!,1,Positive
I am very amazing with this hotel. It works perfectly.,1,Positive
Awful app! The features are awful and the support is bad.,0,Negative
The game failed my expectations. It is absolutely horrible.,0,Negative
"Terrible quality, poor performance, and disappointing design.",0,Negative
The movie exceeded my expectations. It is absolutely outstanding.,1,Positive
Awful product! The features are mediocre and the support is disappointing.,0,Negative
Truly a fantastic experience. I would promote this to everyone.,1,Positive
I am very amazing with this game. It works flawlessly.,1,Positive
Truly a horrible experience. I would never waste money on this.,0,Negative
"I absolutely love this device, it is fantastic and fantastic!",1,Positive
This is the poor app I have ever bought. Do not bother with!,0,Negative
I am very amazing with this book. It works smoothly.,1,Positive
Fantastic restaurant! The features are brilliant and the support is brilliant.,1,Positive
The game exceeded my expectations. It is absolutely excellent.,1,Positive
This is the terrible game I have ever bought. Do not try!,0,Negative
The restaurant exceeded my expectations. It is absolutely brilliant.,1,Positive
The movie failed my expectations. It is absolutely worst.,0,Negative
I am very excellent with this device. It works perfectly.,1,Positive
I am very brilliant with this book. It works exceptionally.,1,Positive
Truly a wonderful experience. I would endorse this to everyone.,1,Positive
This is the awful software I have ever bought. Do not bother with!,0,Negative
The hotel failed my expectations. It is absolutely horrible.,0,Negative
Best restaurant ever! The quality is superb and amazing.,1,Positive
"I absolutely hate this software, it is bad and awful.",0,Negative
"I absolutely hate this game, it is awful and terrible.",0,Negative
Truly a superb experience. I would promote this to everyone.,1,Positive
This is the worst restaurant I have ever bought. Do not waste money on!,0,Negative
I am very poor with this service. It works poorly.,0,Negative
The software failed my expectations. It is absolutely disappointing.,0,Negative
"Terrible quality, worst performance, and awful design.",0,Negative
Truly a bad experience. I would never waste money on this.,0,Negative
Best book ever! The quality is brilliant and superb.,1,Positive
I am very disappointing with this service. It works poorly.,0,Negative
Best hotel ever! The quality is brilliant and superb.,1,Positive
Awful game! The features are disappointing and the support is terrible.,0,Negative
Best service ever! The quality is wonderful and fantastic.,1,Positive
Awful game! The features are horrible and the support is terrible.,0,Negative
Best movie ever! The quality is amazing and fantastic.,1,Positive
This is the brilliant service I have ever experienced. Highly endorse!,1,Positive
Truly a amazing experience. I would suggest this to everyone.,1,Positive
Awful restaurant! The features are awful and the support is mediocre.,0,Negative
Worst service ever! The quality is terrible and bad.,0,Negative
I am very wonderful with this product. It works perfectly.,1,Positive
This is the excellent software I have ever experienced. Highly promote!,1,Positive
Truly a superb experience. I would promote this to everyone.,1,Positive
Truly a fantastic experience. I would promote this to everyone.,1,Positive
"Amazing quality, outstanding performance, and wonderful design.",1,Positive
I am very fantastic with this software. It works beautifully.,1,Positive
This is the horrible book I have ever bought. Do not buy!,0,Negative
This is the excellent software I have ever experienced. Highly recommend!,1,Positive
"I absolutely hate this product, it is worst and awful.",0,Negative
Truly a amazing experience. I would promote this to everyone.,1,Positive
This is the awful service I have ever bought. Do not buy!,0,Negative
Awful software! The features are disappointing and the support is awful.,0,Negative
The book exceeded my expectations. It is absolutely excellent.,1,Positive
I am very excellent with this game. It works beautifully.,1,Positive
I am very wonderful with this hotel. It works flawlessly.,1,Positive
Truly a awful experience. I would never try this.,0,Negative
The product failed my expectations. It is absolutely awful.,0,Negative
Best book ever! The quality is amazing and great.,1,Positive
I am very superb with this movie. It works perfectly.,1,Positive
"The product is okay, nothing special but it works.",1,Positive
"Terrible quality, terrible performance, and horrible design.",0,Negative
"Terrible quality, horrible performance, and mediocre design.",0,Negative
I am very brilliant with this book. It works smoothly.,1,Positive
Truly a poor experience. I would never try this.,0,Negative
Truly a bad experience. I would never waste money on this.,0,Negative
"It is what it is, average quality for the price.",0,Negative
"The movie was decent, though the pacing was a bit slow.",1,Positive
Truly a disappointing experience. I would never buy this.,0,Negative
"Terrible quality, mediocre performance, and awful design.",0,Negative
Best game ever! The quality is great and wonderful.,1,Positive
This is the wonderful device I have ever experienced. Highly recommend!,1,Positive
"Not the best, but not the worst either.",1,Positive
"Not the best, but not the worst either.",0,Negative
Truly a brilliant experience. I would promote this to everyone.,1,Positive
This is the fantastic hotel I have ever experienced. Highly endorse!,1,Positive
I am very brilliant with this device. It works flawlessly.,1,Positive
The service exceeded my expectations. It is absolutely fantastic.,1,Positive
Truly a bad experience. I would never try this.,0,Negative
Truly a awful experience. I would never waste money on this.,0,Negative
Fantastic book! The features are outstanding and the support is great.,1,Positive
"I absolutely hate this game, it is awful and worst.",0,Negative
"Amazing quality, fantastic performance, and great design.",1,Positive
This is the poor game I have ever bought. Do not buy!,0,Negative
"The product is okay, nothing special but it works.",0,Negative
"Terrible quality, terrible performance, and disappointing design.",0,Negative
"I absolutely hate this book, it is disappointing and mediocre.",0,Negative
"Terrible quality, awful performance, and worst design.",0,Negative
The software exceeded my expectations. It is absolutely excellent.,1,Positive
The service failed my expectations. It is absolutely bad.,0,Negative
The product exceeded my expectations. It is absolutely brilliant.,1,Positive
"I absolutely love this movie, it is brilliant and great!",1,Positive
The software exceeded my expectations. It is absolutely excellent.,1,Positive
"I absolutely love this movie, it is outstanding and superb!",1,Positive
This is the awful product I have ever bought. Do not try!,0,Negative
The hotel exceeded my expectations. It is absolutely great.,1,Positive
"I absolutely hate this movie, it is mediocre and mediocre.",0,Negative
Fantastic book! The features are great and the support is great.,1,Positive
"Amazing quality, excellent performance, and wonderful design.",1,Positive
"Not the best, but not the worst either.",1,Positive
Best software ever! The quality is superb and fantastic.,1,Positive
Truly a wonderful experience. I would promote this to everyone.,1,Positive
I am very bad with this software. It works badly.,0,Negative
This is the great app I have ever experienced. Highly endorse!,1,Positive
The device exceeded my expectations. It is absolutely brilliant.,1,Positive
The app exceeded my expectations. It is absolutely amazing.,1,Positive
The hotel failed my expectations. It is absolutely terrible.,0,Negative
"I absolutely hate this device, it is disappointing and horrible.",0,Negative
I am very amazing with this hotel. It works smoothly.,1,Positive
"Amazing quality, great performance, and superb design.",1,Positive
The book failed my expectations. It is absolutely terrible.,0,Negative
Awful software! The features are mediocre and the support is worst.,0,Negative
"Terrible quality, awful performance, and mediocre design.",0,Negative
This is the wonderful app I have ever experienced. Highly promote!,1,Positive
Awful app! The features are terrible and the support is terrible.,0,Negative
The service failed my expectations. It is absolutely horrible.,0,Negative
Truly a bad experience. I would never bother with this.,0,Negative
"I absolutely hate this book, it is bad and terrible.",0,Negative
"The product is okay, nothing special but it works.",1,Positive
Truly a bad experience. I would never buy this.,0,Negative
This is the outstanding software I have ever experienced. Highly endorse!,1,Positive
"The movie was decent, though the pacing was a bit slow.",0,Negative
"I absolutely love this book, it is great and wonderful!",1,Positive
This is the bad software I have ever bought. Do not waste money on!,0,Negative
Worst movie ever! The quality is horrible and mediocre.,0,Negative
Worst restaurant ever! The quality is terrible and worst.,0,Negative
Fantastic product! The features are wonderful and the support is brilliant.,1,Positive
Worst service ever! The quality is poor and horrible.,0,Negative
Truly a mediocre experience. I would never waste money on this.,0,Negative
Fantastic book! The features are wonderful and the support is amazing.,1,Positive
"The movie was decent, though the pacing was a bit slow.",0,Negative
This is the awful product I have ever bought. Do not buy!,0,Negative
Best movie ever! The quality is wonderful and excellent.,1,Positive
Best app ever! The quality is fantastic and brilliant.,1,Positive
Truly a amazing experience. I would promote this to everyone.,1,Positive
"I absolutely hate this restaurant, it is terrible and poor.",0,Negative
The device failed my expectations. It is absolutely poor.,0,Negative
"I absolutely love this hotel, it is outstanding and wonderful!",1,Positive
Truly a fantastic experience. I would recommend this to everyone.,1,Positive
Fantastic book! The features are outstanding and the support is fantastic.,1,Positive
I am very amazing with this app. It works beautifully.,1,Positive
"Terrible quality, terrible performance, and poor design.",0,Negative
This is the excellent book I have ever experienced. Highly suggest!,1,Positive
The software failed my expectations. It is absolutely disappointing.,0,Negative
Fantastic movie! The features are outstanding and the support is outstanding.,1,Positive
Best app ever! The quality is wonderful and superb.,1,Positive
"I absolutely hate this book, it is mediocre and poor.",0,Negative
"Amazing quality, superb performance, and amazing design.",1,Positive
"I absolutely love this software, it is great and outstanding!",1,Positive
The game failed my expectations. It is absolutely poor.,0,Negative
"The movie was decent, though the pacing was a bit slow.",1,Positive
"Terrible quality, disappointing performance, and poor design.",0,Negative
Fantastic restaurant! The features are outstanding and the support is superb.,1,Positive
Awful product! The features are mediocre and the support is disappointing.,0,Negative
